,Name,Link,Phone
304,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
305,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
306,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
307,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
308,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
309,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
310,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
311,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
312,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
313,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
314,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
315,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
316,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
317,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
318,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
319,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
320,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
321,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
322,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
323,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
324,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
325,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
326,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
327,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
328,Metro Division,https://www.kern.courts.ca.gov/general/metropolitan_division_contact_information,(661) 868-5393
329,Metro Justice Building,https://www.kern.courts.ca.gov/general/metropolitan_division_justice_building_contact_information,(661) 868-5393
330,Metro Traffic Division,https://www.kern.courts.ca.gov/general/metropolitan_traffic_division_contact_information,(661) 335-7100
331,Jury Services,https://www.kern.courts.ca.gov/general/jury_services_contact_information,(661) 868-4700
332,Juvenile Justice Center,https://www.kern.courts.ca.gov/general/juvenile_justice_center_contact_information,(661) 868-4270
333,Delano Branch,https://www.kern.courts.ca.gov/general/delano_contact_information,(661) 720-5800
334,Kern River Branch,https://www.kern.courts.ca.gov/general/kern_river_contact_information,(760) 549-2000
335,Lamont Branch,https://www.kern.courts.ca.gov/general/lamont_contact_information,(661) 868-5800
336,Mojave Branch,https://www.kern.courts.ca.gov/general/mojave_contact_information,(661) 824-7100
337,Ridgecrest Branch,https://www.kern.courts.ca.gov/general/ridgecrest_contact_information,(760) 384-5900
338,Shafter Branch,https://www.kern.courts.ca.gov/general/shafter_contact_information,(661) 746-7500
339,Taft Branch,https://www.kern.courts.ca.gov/general/taft_contact_information,(661) 868-5800
340,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
341,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
342,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
343,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
344,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
345,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
346,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
347,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
348,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
349,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
350,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
351,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
352,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
353,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
354,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
355,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
356,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
357,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
358,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
359,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
360,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
361,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
362,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
363,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
364,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
365,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
366,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
367,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
368,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
369,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
370,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
371,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
372,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
373,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
374,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
375,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
376,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
377,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
378,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
379,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
380,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
381,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
382,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
383,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
384,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
385,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
386,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
387,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
388,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
389,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
390,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
391,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
392,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
393,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
394,Appeals,https://sb-court.org/locations/appeals-and-appellate-division,(909) 384-1888
395,Barstow District,https://sb-court.org/locations/barstow-district,
396,Big Bear District,https://sb-court.org/locations/big-bear-district,(760) 718-3700
397,Fontana District,https://sb-court.org/locations/fontana-district,(909) 350-9322
398,Joshua Tree District,https://sb-court.org/locations/joshua-tree-district,((760) 974) 3048 [criminal/traffic]; (760) 974-3047 [family law]
399,Mental Health Court,https://sb-court.org/locations/mental-health-court,(909) 498-2296
400,Needles District,https://sb-court.org/locations/needles-district,(760) 718-3700
401,Rancho Cucamonga District,https://sb-court.org/locations/rancho-cucamonga-district,(909) 350-9764
402,San Bernardino Justice Center,https://www.sb-court.org/locations/san-bernardino,
403,Victorville District,https://sb-court.org/locations/victorville-district,(760) 245-6215
404,San Bernardino Juvenile Delinquency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-delinquency,(909) 269-8840
405,San Bernardino Juvenile Dependency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-dependency,(909) 269-8900
406,San Bernardino Child Support Division,https://sb-court.org/locations/san-bernardino-justice-center/child-support-division-san-bernardino-district,(909) 269-8789
407,San Bernardino Family Law,https://sb-court.org/locations/san-bernardino-justice-center/family-law-division-san-bernardino-district,(909) 521-3136
408,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
409,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
410,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
411,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
412,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
413,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
414,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
415,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
416,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
417,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
418,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
419,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
420,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
421,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
422,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
423,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
424,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
425,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
426,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
427,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
428,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
429,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
430,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
431,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
432,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
433,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
434,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
435,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
436,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
437,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
438,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
439,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
440,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
441,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
442,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
443,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
444,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
445,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
446,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
447,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
448,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
449,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
450,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
451,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
452,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
453,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
454,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
455,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
456,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
457,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
458,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
459,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
460,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
461,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
462,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
463,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
464,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
465,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
466,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
467,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
468,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
469,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
470,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
471,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
472,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
473,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
474,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
475,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
476,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
477,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
478,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
479,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
480,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
481,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
482,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
483,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
484,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
485,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
